Date,LLY.N,JPM.N,XOM.N,V.N,JNJ.N,ASML.AS,MA.N,ABBV.N,PG.N,HD.N,CVX.N,GE.N,BAC.N,KO.N,CAT.N,BABA.N,LVMH.PA,MRK.N,PM.N,RTX.N,UNH.N,MS.N,HRMS.PA,GS.N,WFC.N,OREP.PA,MCD.N,IBM.N,AXP.N,VZ.N,ITX.MC,ABT.N,T.N,NEE.N,TMO.N,C.N,SCHN.PA,DIS.N,SAN.MC,CRM.N,SCCO.N,APH.N,TJX.N,BA.N,TTEF.PA,AIR.PA,DE.N,SAF.PA,ANET.N,SCHW.N,BLK.N,IBE.MC,UNP.N,PFE.N,UBER.N,LMT.N,DHR.N,LOW.N,SYK.N,ABI.BR,ETN.N,WELL.N,NEM.N,COP.N,BBVA.MC,PLD.N,SPGI.N,GLW.N,ACN.N,PH.N,BMY.N,MDT.N,PGR.N,BNPP.PA,ESLX.PA,PRX.AS,AIRP.PA,COF.N,MCK.N,HCA.N,SASY.PA,MO.N,BSX.N,NOW.N,DIOR.PA,SO.N,BN.N,SPOT.N,HWM.N,NOC.N,TT.N,AXAF.PA,DUK.N,CVS.N,UPS.N,DELL.N,FCX.N,VRT.N,WM.N,SGEF.PA,GD.N,ICE.N,NKE.N,WMB.N,FDX.N,MRSH.N,SHW.N,AMT.N,JCI.N,CABK.MC,MMM.N,ECL.N,PNC.N,USB.N,INGA.AS,EMR.N,MCO.N,PWR.N,RCL.N,ITW.N,ENGIE.PA,BK.N,CMI.N,CRH.N,MSI.N,CL.N,SLB.N,CI.N,KMI.N,TDG.N,COR.N,AON.N,HLT.N,GM.N,RSG.N,NSC.N,ELV.N,LHX.N,TEL.N,CAGR.PA,TRV.N,EOG.N,SPG.N,SOGN.PA,AU.N,SRE.N,O.N,AZO.N,TCFP.PA,PSX.N,TFC.N,APD.N,VLO.N,DLR.N,NET.N,APO.N,MPLX.N,VST.N,AJG.N,MPC.N,DANO.PA,UCB.BR,ORAN.PA,KBC.BR,F.N,ALL.N,D.N,ZTS.N,AME.N,FER.MC,GWW.N,CAH.N,PSA.N,CTVA.N,CARR.N,HEIN.AS,URI.N,KEYS.N,OXY.N,OKE.N,TGT.N,RKT.N,FERG.N,MT.AS,TRGP.N,SGOB.PA,FIX.N,BDX.N,EW.N,LNG.N,CIEN.N,GRMN.N,CMG.N,ARGX.BR,HSY.N,LEGD.PA,AENA.MC,MET.N,YUM.N,ROK.N,WAB.N,AD.AS,CCL.N,SYY.N,CBRE.N,AIG.N,KR.N,ELE.MC,PEG.N,AMP.N,MSCI.N,PCG.N,PRTP.PA,ASMI.AS,VTR.N,ED.N,NUE.N,EL.N,CCI.N,HIG.N,NRG.N,LVS.N,WEC.N,RMD.N,ADYEN.AS,IR.N,KVUE.N,TPL.N,OTIS.N,STT.N,ACS.MC,DG.N,A.N,PRU.N,ADM.N,MTB.N,VICI.N,EME.N,IRM.N,EXR.N,XYL.N,TPR.N,VIE.PA,WAT.N,DTE.N,PHG.AS,STMPA.PA,DOV.N,RJF.N,HAL.N,NTGY.MC,IQV.N,FE.N,DAST.PA,PPL.N,EIX.N,ES.N,HPE.N,AMA.MC,JBL.N,MICP.PA,MTD.N,PPG.N,BAP.N,HUBB.N,DVN.N,AWK.N,FTI.N,OMC.N,PHM.N,FIS.N,CLNX.MC,TEF.MC,CFG.N,AVB.N,HEIO.AS,QSR.N,CHD.N,REP.MC,STE.N,DRI.N,SW.N,WSM.N,LUV.N,VLTO.N,GIS.N,RF.N,SYF.N,BOUY.PA,CMS.N,EQR.N,LH.N,BG.N,PERP.PA,DGX.N,IP.N,HUM.N,TSN.N,NI.N,PUBP.PA
2025-06-23,770.64,278.27,111.74,343.75,151.32,668.7,542.35,183.76,161.03,356.96,146.86,247.81,46.3,69.74,366.23,113.09,449.8,80.16,184.95,145.81,300.68,134.0,2264,646.88,77.01,359.0,289.52,289.18,299.63,42.36,44.32,133.26,28.2,70.73,400.21,79.36,212.85,117.75,6.857,263.41,92.130783,95.25,124.76,201.31,54.28,167.0,514.08,259.0,91.95,88.38,986.3,16.170944,225.88,24.03,85.24,472.46,196.34,218.57,379.16,61.66,332.95,154.12,59.46,91.71,12.79,107.13,514.58,51.8,295.0,664.22,46.92,85.96,266.38,73.08,240.7,47.625,174.6,201.64,721.83,378.72,83.07,60.49,102.36,196.08,423.4,90.67,39.746687,731.15,175.63,499.67,426.92,41.73,116.97,66.81,100.4,118.02,40.94,116.54,234.71,120.95,282.32,179.73,60.78,60.48,229.23,219.11,343.77,221.63,103.35,7.28,147.6,265.95,180.75,44.09,17.804,129.41,476.27,365.76,273.68,244.2,19.735,89.63,316.34,89.93,410.87,88.67,33.73,316.97,28.09,1376.060861,293.13,359.95,252.34,48.52,250.68,256.58,372.42,251.11,165.82,15.48,267.62,121.99,159.08,47.01,48.3,75.79,58.37,3709.54,246.6,121.03,41.05,273.18,137.06,177.34,183.87,134.03,51.13,186.55,324.12,166.61,71.58,164.4,12.735,84.36,10.75,198.33,55.88,157.34,177.28,43.689544,1038.33,163.99,294.76,74.44,71.78,75.04,716.57,161.07,43.95,79.85,96.53,14.69,215.0,26.15,164.73,93.68,502.98,133.375311,75.32,232.53,75.44,201.74,53.78,466.0,173.13,107.45,22.505,79.63,141.39,323.81,202.19,36.07,24.04,75.91,138.6,85.82,74.0,27.87,83.34,518.96,555.12,13.81,175.5,520.8,63.53,101.15,125.99,78.83,102.53,127.43,152.05,41.95,105.5,254.52,1542.0,81.93,21.37,349.99965,95.98,101.24,55.044955,114.95,116.13,105.6,52.82,189.41,32.81,494.6,103.05,148.97,125.49,85.75,29.52,342.83,134.04,19.49,24.99,177.53,150.96,20.77,27.42,155.17,40.32,30.73,34.3,50.16,63.37,17.81,67.4,208.35,31.21,1163.61,112.33,216.13,394.69,32.83,143.99,34.14,71.7,104.85,80.5,33.17,4.551,42.5,207.67,64.85,65.94,96.95,12.84,236.91,221.34,42.42,157.89,31.88,98.45,53.47,22.64,63.25,37.07,69.87,69.06,261.04,84.15,86.84,179.72,46.09,234.66,55.11,40.51,93.36
2025-06-24,778.08,281.26,108.34,351.63,152.19,691.4,557.53,185.55,160.36,360.42,143.55,248.75,46.66,70.21,373.02,117.01,453.55,80.32,184.49,141.85,305.62,135.9,2276,662.11,78.11,363.55,291.47,293.79,308.38,42.63,44.35,138.08,28.28,71.4,404.37,81.14,218.45,118.65,7.072,271.17,94.33063,95.8,124.6,200.94,52.5,170.6,514.1,263.1,94.97,89.32,1004.97,16.229235,227.91,24.31,91.65,460.2,197.47,219.98,386.46,61.1,343.26,154.25,58.09,89.39,13.115,108.13,522.97,51.42,300.72,675.25,47.03,86.08,266.01,75.38,242.4,48.185,176.32,206.36,720.82,379.02,83.66,59.91,104.12,199.264,432.8,90.89,40.88002,749.91,176.57,484.0,429.02,41.88,116.95,67.58,100.62,120.59,42.01,122.32,234.14,122.95,281.05,180.85,61.42,61.12,229.51,219.67,345.69,223.91,103.6,7.418,149.87,266.84,182.02,44.54,18.374,130.73,489.0,372.26,280.47,245.8,19.705,91.2,323.85,91.52,418.35,88.18,33.5,316.83,28.54,1378.184816,294.12,360.68,255.93,49.0,250.75,257.46,376.42,246.65,166.48,15.805,266.14,120.68,160.12,48.0,46.4,76.09,57.98,3577.54,237.8,119.46,41.45,281.0,135.85,177.66,186.43,139.91,51.84,186.17,325.98,165.29,71.44,165.35,12.75,86.3,10.73,196.05,55.98,157.77,179.24,43.986954,1041.38,164.21,295.6,73.29,72.46,75.62,740.77,164.73,42.48,80.56,97.53,14.95,219.15,26.66,167.73,97.82,513.32,134.829142,75.85,239.95,79.35,205.08,54.65,488.4,172.05,108.75,22.765,79.66,142.7,325.95,205.87,36.34,25.7,75.87,139.13,85.46,73.42,27.72,83.13,521.34,575.69,14.16,180.48,534.6,63.35,100.19,128.2,77.05,103.19,126.58,153.68,42.63,105.36,255.91,1596.2,83.69,21.19,353.31298,97.41,102.9,55.781507,113.31,117.64,106.3,52.93,190.12,32.81,500.65,105.25,148.53,127.15,87.26,29.81,346.8,133.22,20.49,25.745,179.94,150.88,20.78,27.36,158.58,40.51,30.93,34.21,51.39,63.84,18.15,69.5,211.95,31.58,1185.18,113.88,217.79,402.99,32.35,142.18,34.05,72.48,105.49,82.13,33.55,4.576,42.92,206.13,65.25,65.51,96.02,12.52,239.59,220.83,43.5,157.88,31.86,100.31,53.41,22.88,64.74,37.43,69.71,67.54,262.53,83.59,87.02,179.9,46.59,238.79,55.51,40.52,95.0
2025-06-25,792.3,284.06,108.37,345.26,152.28,694.5,549.7,185.39,158.97,361.86,143.23,249.9,46.85,69.63,371.58,114.55,444.8,79.67,179.6,141.38,302.02,137.72,2266,669.87,79.07,356.1,285.55,291.06,308.59,42.12,43.59,137.4,27.92,70.34,410.65,82.63,215.5,119.42,6.903,267.76,94.496106,97.02,122.48,198.9,52.28,171.54,506.74,263.7,96.31,89.8,1018.08,15.879488,226.81,24.26,90.9,458.39,201.0,220.7,392.23,58.92,342.35,153.43,58.06,89.0,12.71,104.78,521.29,51.39,294.6,673.51,46.68,85.97,259.67,75.21,238.1,48.06,174.38,208.03,718.41,374.19,82.26,58.94,104.29,201.032,423.6,90.4,40.133353,736.3,176.08,486.92,427.53,41.76,115.95,66.37,99.37,120.46,41.61,121.64,228.58,123.05,285.91,180.53,60.83,60.69,222.0,216.31,343.62,220.22,103.35,7.31,147.75,266.46,182.51,44.82,18.32,129.44,481.65,374.07,284.34,245.69,19.745,90.0,318.75,88.67,419.0,87.8,33.18,316.0,28.31,1363.48555,292.32,354.46,253.72,48.13,243.88,255.21,373.86,247.87,167.87,15.71,260.81,119.82,157.4,47.49,46.45,75.02,57.08,3489.54,242.4,119.63,41.4,282.0,135.72,172.25,190.12,137.73,51.96,186.32,317.43,165.69,69.78,168.9,12.635,85.78,10.48,190.94,55.2,157.23,178.0,44.433069,1023.87,163.75,289.44,73.24,72.43,72.9,736.18,164.12,42.42,80.19,96.7,14.33,219.4,26.56,170.49,96.78,507.6,134.30262,76.97,236.32,79.43,203.54,55.14,483.1,167.54,108.75,22.625,79.11,147.18,322.47,203.77,35.46,25.48,75.05,135.22,83.9,72.22,27.24,82.75,524.02,569.99,13.79,176.82,542.8,63.51,98.05,128.21,77.56,101.82,124.0,153.32,42.9,102.87,257.91,1582.8,83.28,21.17,345.426321,96.63,104.35,56.518058,112.77,118.62,105.52,52.3,191.23,32.26,502.57,102.68,145.44,127.49,85.42,29.95,350.01,130.87,20.49,25.245,180.05,151.73,20.26,26.62,158.71,39.92,30.77,33.5,50.41,62.46,18.49,68.68,214.66,31.69,1192.85,113.26,217.43,399.06,32.13,140.05,34.07,70.69,103.56,80.73,32.85,4.477,43.12,201.22,62.8,64.86,95.25,12.49,240.37,217.46,42.48,158.9,31.34,100.17,50.68,22.89,64.93,37.6,68.57,65.64,258.7,82.22,85.32,178.65,46.4,238.51,54.64,39.73,93.64
2025-06-26,795.12,288.75,109.99,346.03,152.01,677.4,545.81,186.79,158.63,363.5,144.44,251.0,47.46,69.47,381.88,113.93,437.55,78.83,180.66,142.67,302.62,139.75,2234,687.16,79.96,349.75,285.63,291.93,311.42,42.1,43.23,133.67,28.0,70.99,412.12,84.37,216.05,121.46,6.886,270.74,101.854888,96.98,122.14,202.58,52.51,176.1,508.53,267.3,101.59,89.44,1030.79,15.923206,229.39,24.24,93.12,457.9,201.46,221.23,390.4,59.06,348.14,153.48,59.19,90.89,12.76,104.39,515.02,51.7,296.08,691.71,46.65,86.18,261.62,75.27,231.1,47.865,174.08,210.51,722.0,377.66,82.3,58.79,104.58,202.288,416.8,90.35,40.733354,775.9,176.85,493.66,429.19,41.59,116.25,68.14,100.6,125.98,44.46,123.8,226.72,123.9,291.39,180.8,62.54,62.87,221.07,216.02,341.87,217.52,104.44,7.274,150.76,263.25,185.51,45.62,18.362,132.73,481.54,379.47,295.89,246.75,19.82,90.04,324.2,89.07,415.27,87.79,33.83,330.0,28.89,1377.164943,296.58,353.55,257.49,49.16,244.72,255.51,373.18,246.8,169.05,15.81,262.95,121.13,160.6,47.4,46.36,74.94,57.2,3522.25,249.6,120.17,42.54,283.0,136.97,169.59,190.96,139.35,51.22,190.4,318.39,167.52,69.5,168.8,12.745,85.74,10.63,194.15,55.18,155.79,179.82,44.522292,1015.48,165.61,288.57,74.3,72.59,73.16,742.07,164.94,43.16,81.32,97.6,14.49,218.24,27.01,175.84,97.86,516.08,133.571774,77.15,242.09,81.51,205.15,54.27,478.2,167.0,109.45,22.435,79.96,147.05,326.21,206.29,35.17,26.17,74.53,138.09,84.97,71.28,27.19,83.03,525.48,565.69,14.08,174.48,539.4,63.33,98.41,130.61,79.03,100.35,124.74,161.54,43.62,103.32,256.21,1532.0,84.94,21.11,358.482975,97.52,105.37,56.861783,112.63,119.42,106.74,53.17,193.49,32.19,510.99,100.91,145.65,129.5,86.22,30.32,354.91,131.56,20.52,25.815,183.04,152.61,20.64,26.5,158.16,39.93,30.43,33.62,50.81,63.25,18.37,68.72,215.31,30.97,1193.31,113.78,223.05,405.26,32.48,138.42,34.94,71.22,104.44,80.0,33.0,4.484,44.12,204.13,62.85,65.55,94.97,12.41,238.53,215.97,42.68,161.93,31.52,101.12,50.37,23.35,65.83,37.98,69.16,67.46,256.98,82.3,85.72,177.06,46.51,239.9,55.02,39.61,93.58
2025-06-27,775.45,287.11,109.38,348.61,152.41,682.5,550.32,182.31,159.86,368.74,143.79,254.51,47.12,70.33,384.71,114.08,449.3,79.1,181.03,144.66,309.11,140.69,2275,690.81,79.5,355.15,291.55,289.7,317.19,42.31,44.07,134.38,28.08,70.89,408.28,84.38,230.0,122.34,7.037,273.42,99.78158,97.67,123.38,214.55,52.52,178.2,513.34,272.2,99.39,89.98,1047.82,15.860057,231.41,24.19,91.53,458.59,198.8,223.63,393.55,58.76,353.23,152.13,56.76,90.17,13.01,105.62,517.71,51.82,295.46,700.54,46.35,86.02,263.99,76.9,234.3,47.585,176.58,211.01,725.78,379.3,82.49,58.75,106.53,204.484,428.0,90.9,41.066687,772.6,184.9,494.0,432.29,41.96,116.92,68.49,101.18,123.99,43.87,127.16,228.26,125.0,290.74,181.75,72.04,62.67,228.91,216.97,345.72,217.78,105.07,7.352,152.02,267.45,185.75,45.76,18.822,133.17,488.03,381.26,309.51,248.06,19.82,91.18,325.72,91.52,418.66,88.71,34.01,326.31,28.98,1402.7179,299.42,352.73,265.5,49.68,244.37,255.81,381.49,246.98,166.87,16.015,263.31,120.8,160.5,48.86,43.88,75.36,57.03,3609.49,245.8,119.25,42.61,282.35,134.69,171.36,194.05,142.92,51.61,195.04,317.73,167.41,69.5,170.2,12.835,87.36,10.8,195.76,55.87,156.17,180.53,44.938666,1028.75,167.18,289.88,74.39,73.67,73.6,752.62,164.34,42.6,81.25,99.23,14.22,218.0,26.94,174.38,101.1,535.0,134.271185,78.21,240.0,82.12,208.36,55.05,479.3,166.99,114.25,22.5,80.37,148.41,329.95,207.69,35.38,27.26,75.01,139.38,84.59,71.42,26.5,83.52,528.07,576.41,13.99,184.2,544.4,62.88,98.15,131.43,80.09,100.65,124.68,162.67,44.12,103.13,255.16,1576.6,84.27,20.88,351.812982,97.6,106.0,57.942058,114.45,119.17,107.13,51.98,193.78,32.28,530.62,102.3,145.86,128.23,87.11,30.58,352.41,131.62,20.64,25.74,183.3,153.23,20.57,26.82,157.47,39.9,31.05,33.56,50.97,63.36,18.41,70.18,217.37,31.68,1184.54,114.15,223.9,406.62,32.25,137.92,34.54,71.36,105.52,80.8,32.84,4.485,44.43,204.38,63.15,65.35,94.78,12.55,238.79,216.13,43.06,164.22,32.16,101.07,50.52,23.35,66.19,38.4,69.01,67.35,260.59,80.44,86.02,177.83,47.37,241.88,55.24,39.97,95.78
2025-06-30,779.53,289.91,107.8,355.05,152.75,677.6,561.94,185.62,159.32,366.64,143.19,257.39,47.32,70.75,388.21,113.41,444.6,79.16,182.13,146.02,311.97,140.86,2299,707.75,80.12,363.1,292.17,294.78,318.98,43.27,44.18,136.01,28.94,69.42,405.46,85.12,225.8,124.01,7.027,272.69,98.477246,98.75,123.49,209.53,52.1,177.26,508.49,275.9,102.31,91.24,1049.25,15.826054,230.08,24.24,93.3,463.14,197.54,221.87,395.63,58.24,356.99,153.73,58.26,89.74,13.055,105.12,527.29,52.59,298.89,698.47,46.29,87.17,266.86,76.32,232.9,47.47,175.14,212.76,732.78,383.1,82.21,58.63,107.41,205.616,424.6,91.83,41.233354,767.34,186.13,499.98,437.41,41.67,118.0,68.98,100.94,122.6,43.35,128.41,228.82,125.1,291.66,183.47,71.04,62.81,227.31,218.64,343.36,221.02,105.62,7.354,152.24,269.44,186.42,45.25,18.626,133.33,501.59,378.08,313.14,247.25,19.925,91.11,327.5,91.8,420.46,90.9,33.8,330.58,29.4,1422.806584,299.85,356.76,266.34,49.21,246.61,255.97,388.96,250.84,168.67,16.065,267.54,119.61,160.76,48.55,45.57,75.77,57.61,3712.23,249.6,119.3,42.99,282.06,134.42,174.33,195.83,141.87,51.51,193.81,320.12,166.11,69.36,166.95,12.915,87.66,10.85,201.31,56.52,155.95,180.96,44.86927,1040.24,168.0,293.42,74.53,73.19,74.02,753.4,163.86,42.01,81.63,98.65,14.18,217.75,26.87,174.08,99.64,536.21,135.363524,78.21,243.52,81.33,208.72,56.15,469.8,165.95,113.5,22.66,80.42,148.18,332.17,209.35,35.5,28.12,75.74,140.12,85.59,71.73,26.89,84.18,533.73,576.74,13.94,184.56,543.4,63.15,100.35,129.54,80.8,102.73,126.87,160.58,43.51,104.2,258.0,1558.4,83.18,20.93,352.129648,99.02,106.34,57.892955,114.38,118.01,107.44,52.78,193.99,32.6,534.89,102.57,147.44,129.36,87.81,30.25,349.04,132.46,20.41,25.935,183.23,153.37,20.38,27.0,157.59,40.26,30.73,33.89,51.6,63.62,20.45,71.48,218.1,31.54,1174.72,113.75,223.52,408.41,31.81,139.11,34.44,71.94,105.46,81.41,32.95,4.458,44.75,203.5,63.25,66.29,96.11,12.435,240.22,217.97,43.15,163.37,32.44,100.95,51.81,23.52,66.74,38.4,69.28,67.49,262.51,80.28,84.6,179.63,46.83,244.48,55.94,40.34,95.68
2025-07-01,775.9,290.41,109.24,355.47,155.92,668.2,564.61,189.99,161.22,373.16,145.57,249.02,48.15,71.67,390.92,113.97,469.05,81.81,177.53,144.19,326.14,141.07,2314,706.46,81.49,372.85,297.49,291.2,322.53,43.68,44.37,136.26,28.88,73.06,421.47,86.27,222.35,123.49,6.965,271.91,99.382493,97.39,125.16,209.79,52.35,172.32,508.36,264.9,98.91,91.17,1054.27,15.918348,235.57,25.04,92.13,465.94,201.1,228.64,396.74,59.22,355.04,151.6,58.83,91.99,12.85,106.58,529.32,52.59,302.62,703.28,47.51,88.75,264.3,75.2,234.9,46.82,175.74,215.18,727.74,389.53,83.07,58.14,104.78,202.378,445.8,92.3,41.320021,722.35,176.22,503.53,434.17,41.06,118.87,69.58,104.47,121.73,44.05,122.54,228.8,125.45,294.38,181.86,73.41,58.72,234.33,217.83,355.3,224.47,104.67,7.344,153.81,272.61,192.52,46.49,18.628,135.51,502.48,372.29,315.1,255.19,19.995,90.65,329.62,93.3,425.65,92.04,35.2,334.39,28.33,1415.480343,295.33,356.93,268.96,52.03,244.67,262.38,395.76,252.18,170.27,15.95,267.0,121.19,164.27,47.95,45.8,76.18,57.8,3718.59,236.3,123.15,44.2,285.47,138.01,171.25,184.95,141.63,50.79,185.1,319.49,169.95,70.2,166.85,13.2,86.74,11.35,200.14,57.65,159.19,183.06,44.730479,1052.12,164.4,298.09,75.11,74.3,75.76,774.14,164.47,42.86,80.99,103.85,14.48,220.89,26.36,171.97,97.96,521.66,139.622858,77.18,236.04,80.11,211.13,58.24,475.5,175.81,111.05,22.75,81.09,150.37,338.61,209.34,35.76,28.64,77.36,141.62,85.87,71.35,27.07,82.87,538.6,581.34,14.13,195.52,526.4,62.87,100.78,134.11,85.11,103.72,126.6,155.96,47.38,104.75,256.26,1532.4,85.3,20.97,356.22631,100.43,106.96,56.689456,115.3,120.45,109.0,54.45,197.5,32.98,530.88,99.93,150.5,131.0,86.94,30.48,357.04,132.43,20.56,25.48,186.16,154.64,21.21,27.22,162.61,40.38,30.73,33.99,52.88,64.55,20.48,71.6,216.14,31.47,1205.29,116.41,222.63,410.51,32.65,142.56,34.64,73.83,109.94,82.35,34.09,4.549,46.1,203.28,64.25,67.92,97.64,12.515,242.66,219.6,45.85,169.19,33.41,102.6,53.19,24.17,68.17,38.62,70.13,67.26,264.26,80.25,88.84,179.33,49.45,252.58,57.35,40.06,92.26
2025-07-02,779.28,292.0,111.05,354.22,155.56,677.6,561.52,190.75,161.2,371.85,147.98,244.75,48.71,70.91,398.43,110.71,488.5,82.39,175.91,144.52,307.56,142.86,2321,715.89,82.36,372.85,294.63,287.65,325.61,43.59,43.99,134.11,28.31,73.02,427.76,86.76,223.65,122.98,7.12,269.21,103.266294,98.52,125.31,212.03,53.38,175.18,520.31,266.3,101.13,91.34,1070.57,15.826054,237.16,25.32,92.05,462.55,202.5,226.94,391.81,58.88,358.19,150.71,60.06,94.44,13.035,108.31,525.64,52.72,302.29,711.46,47.63,88.28,257.8,76.63,236.7,46.48,175.88,218.81,705.45,378.04,83.61,59.17,103.63,201.952,460.6,91.15,41.753354,709.5,175.95,498.9,432.71,40.64,117.06,66.6,105.54,123.48,45.77,124.33,223.39,124.95,293.92,181.74,76.39,59.14,239.14,212.72,352.51,222.83,105.07,7.436,153.97,272.46,195.71,47.49,18.952,137.79,497.12,373.41,326.1,256.45,19.94,92.09,333.44,94.47,422.27,92.4,35.91,320.39,28.5,1414.394974,291.17,351.55,270.11,52.68,237.69,262.0,350.25,253.56,173.41,16.27,257.34,122.88,165.84,48.43,46.66,74.82,57.75,3685.34,238.3,126.46,45.03,290.3,142.06,172.16,185.64,142.78,51.05,187.02,315.74,174.46,69.42,166.7,13.26,87.78,11.77,194.69,57.42,159.08,181.99,44.393414,1035.28,161.98,297.1,77.0,75.26,76.58,787.79,165.52,43.93,82.14,105.45,14.57,221.4,27.91,173.78,98.46,529.9,139.308516,77.02,240.27,79.52,213.39,56.77,467.8,177.08,112.2,22.64,80.15,150.18,342.74,213.88,35.37,29.65,77.68,142.51,82.36,70.23,26.81,81.22,542.44,582.85,13.99,202.65,519.0,62.93,99.92,138.86,88.58,103.17,122.9,155.54,47.85,103.75,255.88,1530.6,86.55,20.9,357.316309,99.8,109.49,56.739314,115.46,120.66,108.66,55.9,200.06,33.31,541.8,99.61,151.78,131.71,86.48,30.5,351.92,130.68,20.79,26.825,188.15,158.18,21.71,27.16,164.65,39.76,31.21,33.54,52.56,64.45,21.25,70.48,221.89,31.71,1205.65,118.59,226.13,415.12,33.41,140.31,34.64,75.02,111.34,81.27,33.61,4.555,47.03,202.0,64.95,68.27,98.03,12.705,238.25,219.33,47.18,173.18,33.99,102.83,53.83,24.55,69.47,39.08,69.69,66.67,260.0,81.39,90.9,176.6,50.39,243.79,57.45,39.41,92.88
2025-07-03,780.67,296.0,112.2,358.86,156.01,677.1,569.24,189.28,160.83,371.68,148.37,246.88,48.93,71.35,397.86,108.7,485.9,80.93,178.88,145.75,308.55,144.14,2351,723.68,83.6,372.85,294.08,291.97,328.13,43.55,44.5,134.44,28.36,73.88,429.33,88.72,225.4,124.0,7.248,272.15,103.042416,99.46,125.86,215.92,53.37,176.76,520.97,270.0,102.52,91.48,1082.15,15.87463,236.28,25.38,93.63,462.52,203.2,228.31,395.28,58.74,362.22,152.77,59.9,93.68,13.255,108.02,529.61,53.04,304.78,719.15,46.92,88.39,261.66,76.58,235.6,46.91,175.94,220.91,719.3,376.58,82.47,59.65,104.32,208.938,459.8,91.51,42.866688,725.05,181.06,504.2,437.39,41.4,117.31,67.43,104.13,125.22,45.8,127.84,227.1,125.25,294.76,183.11,76.39,58.64,241.23,215.08,354.0,221.75,106.71,7.61,152.94,274.09,196.57,47.93,19.15,139.76,505.06,386.51,334.48,258.5,19.49,92.43,331.83,94.94,424.84,92.78,35.65,319.75,28.41,1424.996036,296.23,354.76,273.42,52.89,241.14,262.5,347.84,255.73,174.29,16.15,264.13,123.15,166.74,49.37,46.71,75.12,57.68,3769.26,243.4,127.29,45.54,291.84,144.58,172.6,191.27,144.47,51.04,192.2,318.1,176.05,69.02,163.6,13.205,88.08,11.81,198.0,56.86,159.18,184.19,44.710652,1050.49,164.93,296.32,77.12,75.65,76.9,792.5,167.05,43.8,82.14,104.06,14.24,223.32,27.84,173.52,98.24,540.98,138.436217,76.79,239.62,81.38,214.77,57.07,460.4,176.47,112.65,22.7,80.65,150.0,347.07,214.37,35.71,29.96,77.18,143.18,83.18,69.83,26.7,81.17,543.3,587.74,13.91,198.44,515.4,62.93,100.31,137.87,88.72,102.92,124.99,158.39,48.22,104.34,256.96,1535.0,86.98,21.05,358.656308,99.51,110.31,56.689456,114.11,121.38,109.08,55.31,202.58,33.43,547.22,100.68,152.88,132.28,90.2,30.47,350.22,131.94,20.6,27.45,188.63,160.0,21.52,27.24,164.24,39.88,31.39,33.81,52.55,64.55,21.34,71.04,226.01,31.7,1209.08,118.28,227.25,414.84,33.23,140.05,34.9,74.71,109.36,81.77,33.33,4.542,47.72,202.57,64.8,68.92,98.41,12.85,237.55,220.27,48.03,173.19,34.08,103.75,53.15,24.8,70.16,39.14,70.47,66.88,261.89,78.44,90.1,176.92,50.43,239.68,57.36,39.56,92.2
