Date,LLY.N,JPM.N,XOM.N,V.N,JNJ.N,ASML.AS,MA.N,ABBV.N,PG.N,BAC.N,HD.N,CVX.N,GE.N,BABA.N,CAT.N,KO.N,LVMH.PA,MRK.N,PM.N,MS.N,GS.N,WFC.N,RTX.N,UNH.N,HRMS.PA,OREP.PA,MCD.N,AXP.N,IBM.N,ITX.MC,VZ.N,C.N,ABT.N,TMO.N,SAN.MC,T.N,NEE.N,DIS.N,CRM.N,SCHN.PA,APH.N,BA.N,SCCO.N,TJX.N,AIR.PA,TTEF.PA,SAF.PA,SCHW.N,BLK.N,DE.N,ANET.N,IBE.MC,UNP.N,PFE.N,UBER.N,LOW.N,DHR.N,SYK.N,LMT.N,ETN.N,WELL.N,ABI.BR,NEM.N,BBVA.MC,COP.N,PLD.N,ESLX.PA,SPGI.N,COF.N,GLW.N,PH.N,ACN.N,BNPP.PA,MDT.N,BMY.N,PGR.N,AIRP.PA,PRX.AS,MCK.N,HCA.N,SASY.PA,MO.N,NOW.N,BSX.N,DIOR.PA,BN.N,SO.N,HWM.N,TT.N,NOC.N,AXAF.PA,DUK.N,CVS.N,VRT.N,UPS.N,FCX.N,SGEF.PA,GD.N,NKE.N,WM.N,ICE.N,WMB.N,FDX.N,PNC.N,MRSH.N,SHW.N,USB.N,CABK.MC,JCI.N,MMM.N,ECL.N,RCL.N,AMT.N,INGA.AS,EMR.N,MCO.N,ENGIE.PA,PWR.N,ITW.N,BK.N,CMI.N,CRH.N,DELL.N,CL.N,MSI.N,SLB.N,CI.N,TDG.N,KMI.N,GM.N,HLT.N,COR.N,ELV.N,AON.N,NSC.N,RSG.N,TEL.N,CAGR.PA,SOGN.PA,LHX.N,TRV.N,APO.N,SPG.N,EOG.N,TFC.N,AU.N,SRE.N,O.N,TCFP.PA,APD.N,NET.N,PSX.N,VLO.N,AZO.N,DLR.N,VST.N,MPLX.N,MPC.N,DANO.PA,AJG.N,F.N,UCB.BR,KBC.BR,ORAN.PA,D.N,ALL.N,ZTS.N,FER.MC,AME.N,URI.N,CAH.N,PSA.N,CTVA.N,OKE.N,HEIN.AS,KEYS.N,CARR.N,GWW.N,TGT.N,FERG.N,MT.AS,SGOB.PA,OXY.N,FIX.N,BDX.N,LNG.N,RKT.N,EW.N,TRGP.N,CMG.N,MET.N,GRMN.N,CIEN.N,LEGD.PA,ARGX.BR,AENA.MC,HSY.N,ROK.N,YUM.N,CCL.N,WAB.N,AMP.N,CBRE.N,ELE.MC,AD.AS,AIG.N,PEG.N,SYY.N,KR.N,MSCI.N,PRTP.PA,PCG.N,ASMI.AS,VTR.N,EL.N,ED.N,NUE.N,NRG.N,HIG.N,WEC.N,CCI.N,LVS.N,RMD.N,IR.N,ADYEN.AS,STT.N,KVUE.N,PRU.N,OTIS.N,TPL.N,ACS.MC,A.N,DG.N,MTB.N,EME.N,TPR.N,ADM.N,IRM.N,XYL.N,VICI.N,WAT.N,RJF.N,EXR.N,STMPA.PA,VIE.PA,PHG.AS,DOV.N,DTE.N,HAL.N,NTGY.MC,FE.N,DAST.PA,PPL.N,IQV.N,JBL.N,EIX.N,BAP.N,ES.N,MTD.N,HUBB.N,MICP.PA,HPE.N,PPG.N,AMA.MC,CFG.N,FTI.N,DVN.N,OMC.N,FIS.N,AWK.N,PHM.N,SYF.N,AVB.N,RF.N,WSM.N,CLNX.MC,LUV.N,STE.N,REP.MC,DRI.N,HEIO.AS,CHD.N,TEF.MC,VLTO.N,SW.N,QSR.N,EQR.N,BOUY.PA,GIS.N,KEY.N,LH.N,CMS.N,DGX.N,BG.N,RL.N,IP.N,PUBP.PA,PERP.PA,HUM.N,ATI.N
2025-06-23,770.64,278.27,111.74,343.75,151.32,668.7,542.35,183.76,161.03,46.3,356.96,146.86,247.81,113.09,366.23,69.74,449.8,80.16,184.95,134.0,646.88,77.01,145.81,300.68,2264,359.0,289.52,299.63,289.18,44.32,42.36,79.36,133.26,400.21,6.857,28.2,70.73,117.75,263.41,212.85,95.25,201.31,92.130783,124.76,167.0,54.28,259.0,88.38,986.3,514.08,91.95,16.170944,225.88,24.03,85.24,218.57,196.34,379.16,472.46,332.95,154.12,61.66,59.46,12.79,91.71,107.13,240.7,514.58,201.64,51.8,664.22,295.0,73.08,85.96,46.92,266.38,174.6,47.625,721.83,378.72,83.07,60.49,196.08,102.36,423.4,39.746687,90.67,175.63,426.92,499.67,41.73,116.97,66.81,116.54,100.4,40.94,120.95,282.32,60.78,234.71,179.73,60.48,229.23,180.75,219.11,343.77,44.09,7.28,103.35,147.6,265.95,273.68,221.63,17.804,129.41,476.27,19.735,365.76,244.2,89.63,316.34,89.93,118.02,88.67,410.87,33.73,316.97,1376.060861,28.09,48.52,252.34,293.13,372.42,359.95,256.58,250.68,165.82,15.48,47.01,251.11,267.62,134.03,159.08,121.99,41.05,48.3,75.79,58.37,246.6,273.18,183.87,121.03,137.06,3709.54,177.34,186.55,51.13,166.61,71.58,324.12,10.75,164.4,84.36,12.735,55.88,198.33,157.34,43.689544,177.28,716.57,163.99,294.76,74.44,79.85,75.04,161.07,71.78,1038.33,96.53,215.0,26.15,93.68,43.95,502.98,133.375311,232.53,14.69,75.32,164.73,53.78,79.63,201.74,75.44,107.45,466.0,22.505,173.13,323.81,141.39,24.04,202.19,518.96,138.6,27.87,36.07,85.82,83.34,75.91,74.0,555.12,175.5,13.81,520.8,63.53,78.83,101.15,125.99,152.05,127.43,105.5,102.53,41.95,254.52,81.93,1542.0,101.24,21.37,105.6,95.98,349.99965,55.044955,116.13,114.95,189.41,494.6,85.75,52.82,103.05,125.49,32.81,342.83,150.96,148.97,24.99,29.52,19.49,177.53,134.04,20.77,27.42,40.32,30.73,34.3,155.17,208.35,50.16,216.13,63.37,1163.61,394.69,31.21,17.81,112.33,67.4,42.5,34.14,32.83,71.7,80.5,143.99,104.85,63.25,207.67,22.64,157.89,33.17,31.88,236.91,12.84,221.34,64.85,96.95,4.551,98.45,42.42,65.94,69.06,37.07,53.47,16.49,261.04,69.87,179.72,84.15,270.55,46.09,93.36,86.84,234.66,83.45
2025-06-24,778.08,281.26,108.34,351.63,152.19,691.4,557.53,185.55,160.36,46.66,360.42,143.55,248.75,117.01,373.02,70.21,453.55,80.32,184.49,135.9,662.11,78.11,141.85,305.62,2276,363.55,291.47,308.38,293.79,44.35,42.63,81.14,138.08,404.37,7.072,28.28,71.4,118.65,271.17,218.45,95.8,200.94,94.33063,124.6,170.6,52.5,263.1,89.32,1004.97,514.1,94.97,16.229235,227.91,24.31,91.65,219.98,197.47,386.46,460.2,343.26,154.25,61.1,58.09,13.115,89.39,108.13,242.4,522.97,206.36,51.42,675.25,300.72,75.38,86.08,47.03,266.01,176.32,48.185,720.82,379.02,83.66,59.91,199.264,104.12,432.8,40.88002,90.89,176.57,429.02,484.0,41.88,116.95,67.58,122.32,100.62,42.01,122.95,281.05,61.42,234.14,180.85,61.12,229.51,182.02,219.67,345.69,44.54,7.418,103.6,149.87,266.84,280.47,223.91,18.374,130.73,489.0,19.705,372.26,245.8,91.2,323.85,91.52,120.59,88.18,418.35,33.5,316.83,1378.184816,28.54,49.0,255.93,294.12,376.42,360.68,257.46,250.75,166.48,15.805,48.0,246.65,266.14,139.91,160.12,120.68,41.45,46.4,76.09,57.98,237.8,281.0,186.43,119.46,135.85,3577.54,177.66,186.17,51.84,165.29,71.44,325.98,10.73,165.35,86.3,12.75,55.98,196.05,157.77,43.986954,179.24,740.77,164.21,295.6,73.29,80.56,75.62,164.73,72.46,1041.38,97.53,219.15,26.66,97.82,42.48,513.32,134.829142,239.95,14.95,75.85,167.73,54.65,79.66,205.08,79.35,108.75,488.4,22.765,172.05,325.95,142.7,25.7,205.87,521.34,139.13,27.72,36.34,85.46,83.13,75.87,73.42,575.69,180.48,14.16,534.6,63.35,77.05,100.19,128.2,153.68,126.58,105.36,103.19,42.63,255.91,83.69,1596.2,102.9,21.19,106.3,97.41,353.31298,55.781507,117.64,113.31,190.12,500.65,87.26,52.93,105.25,127.15,32.81,346.8,150.88,148.53,25.745,29.81,20.49,179.94,133.22,20.78,27.36,40.51,30.93,34.21,158.58,211.95,51.39,217.79,63.84,1185.18,402.99,31.58,18.15,113.88,69.5,42.92,34.05,32.35,72.48,82.13,142.18,105.49,64.74,206.13,22.88,157.88,33.55,31.86,239.59,12.52,220.83,65.25,96.02,4.576,100.31,43.5,65.51,67.54,37.43,53.41,16.75,262.53,69.71,179.9,83.59,273.79,46.59,95.0,87.02,238.79,84.12
2025-06-25,792.3,284.06,108.37,345.26,152.28,694.5,549.7,185.39,158.97,46.85,361.86,143.23,249.9,114.55,371.58,69.63,444.8,79.67,179.6,137.72,669.87,79.07,141.38,302.02,2266,356.1,285.55,308.59,291.06,43.59,42.12,82.63,137.4,410.65,6.903,27.92,70.34,119.42,267.76,215.5,97.02,198.9,94.496106,122.48,171.54,52.28,263.7,89.8,1018.08,506.74,96.31,15.879488,226.81,24.26,90.9,220.7,201.0,392.23,458.39,342.35,153.43,58.92,58.06,12.71,89.0,104.78,238.1,521.29,208.03,51.39,673.51,294.6,75.21,85.97,46.68,259.67,174.38,48.06,718.41,374.19,82.26,58.94,201.032,104.29,423.6,40.133353,90.4,176.08,427.53,486.92,41.76,115.95,66.37,121.64,99.37,41.61,123.05,285.91,60.83,228.58,180.53,60.69,222.0,182.51,216.31,343.62,44.82,7.31,103.35,147.75,266.46,284.34,220.22,18.32,129.44,481.65,19.745,374.07,245.69,90.0,318.75,88.67,120.46,87.8,419.0,33.18,316.0,1363.48555,28.31,48.13,253.72,292.32,373.86,354.46,255.21,243.88,167.87,15.71,47.49,247.87,260.81,137.73,157.4,119.82,41.4,46.45,75.02,57.08,242.4,282.0,190.12,119.63,135.72,3489.54,172.25,186.32,51.96,165.69,69.78,317.43,10.48,168.9,85.78,12.635,55.2,190.94,157.23,44.433069,178.0,736.18,163.75,289.44,73.24,80.19,72.9,164.12,72.43,1023.87,96.7,219.4,26.56,96.78,42.42,507.6,134.30262,236.32,14.33,76.97,170.49,55.14,79.11,203.54,79.43,108.75,483.1,22.625,167.54,322.47,147.18,25.48,203.77,524.02,135.22,27.24,35.46,83.9,82.75,75.05,72.22,569.99,176.82,13.79,542.8,63.51,77.56,98.05,128.21,153.32,124.0,102.87,101.82,42.9,257.91,83.28,1582.8,104.35,21.17,105.52,96.63,345.426321,56.518058,118.62,112.77,191.23,502.57,85.42,52.3,102.68,127.49,32.26,350.01,151.73,145.44,25.245,29.95,20.49,180.05,130.87,20.26,26.62,39.92,30.77,33.5,158.71,214.66,50.41,217.43,62.46,1192.85,399.06,31.69,18.49,113.26,68.68,43.12,34.07,32.13,70.69,80.73,140.05,103.56,64.93,201.22,22.89,158.9,32.85,31.34,240.37,12.49,217.46,62.8,95.25,4.477,100.17,42.48,64.86,65.64,37.6,50.68,16.77,258.7,68.57,178.65,82.22,274.87,46.4,93.64,85.32,238.51,82.99
2025-06-26,795.12,288.75,109.99,346.03,152.01,677.4,545.81,186.79,158.63,47.46,363.5,144.44,251.0,113.93,381.88,69.47,437.55,78.83,180.66,139.75,687.16,79.96,142.67,302.62,2234,349.75,285.63,311.42,291.93,43.23,42.1,84.37,133.67,412.12,6.886,28.0,70.99,121.46,270.74,216.05,96.98,202.58,101.854888,122.14,176.1,52.51,267.3,89.44,1030.79,508.53,101.59,15.923206,229.39,24.24,93.12,221.23,201.46,390.4,457.9,348.14,153.48,59.06,59.19,12.76,90.89,104.39,231.1,515.02,210.51,51.7,691.71,296.08,75.27,86.18,46.65,261.62,174.08,47.865,722.0,377.66,82.3,58.79,202.288,104.58,416.8,40.733354,90.35,176.85,429.19,493.66,41.59,116.25,68.14,123.8,100.6,44.46,123.9,291.39,62.54,226.72,180.8,62.87,221.07,185.51,216.02,341.87,45.62,7.274,104.44,150.76,263.25,295.89,217.52,18.362,132.73,481.54,19.82,379.47,246.75,90.04,324.2,89.07,125.98,87.79,415.27,33.83,330.0,1377.164943,28.89,49.16,257.49,296.58,373.18,353.55,255.51,244.72,169.05,15.81,47.4,246.8,262.95,139.35,160.6,121.13,42.54,46.36,74.94,57.2,249.6,283.0,190.96,120.17,136.97,3522.25,169.59,190.4,51.22,167.52,69.5,318.39,10.63,168.8,85.74,12.745,55.18,194.15,155.79,44.522292,179.82,742.07,165.61,288.57,74.3,81.32,73.16,164.94,72.59,1015.48,97.6,218.24,27.01,97.86,43.16,516.08,133.571774,242.09,14.49,77.15,175.84,54.27,79.96,205.15,81.51,109.45,478.2,22.435,167.0,326.21,147.05,26.17,206.29,525.48,138.09,27.19,35.17,84.97,83.03,74.53,71.28,565.69,174.48,14.08,539.4,63.33,79.03,98.41,130.61,161.54,124.74,103.32,100.35,43.62,256.21,84.94,1532.0,105.37,21.11,106.74,97.52,358.482975,56.861783,119.42,112.63,193.49,510.99,86.22,53.17,100.91,129.5,32.19,354.91,152.61,145.65,25.815,30.32,20.52,183.04,131.56,20.64,26.5,39.93,30.43,33.62,158.16,215.31,50.81,223.05,63.25,1193.31,405.26,30.97,18.37,113.78,68.72,44.12,34.94,32.48,71.22,80.0,138.42,104.44,65.83,204.13,23.35,161.93,33.0,31.52,238.53,12.41,215.97,62.85,94.97,4.484,101.12,42.68,65.55,67.46,37.98,50.37,17.15,256.98,69.16,177.06,82.3,273.49,46.51,93.58,85.72,239.9,85.68
2025-06-27,775.45,287.11,109.38,348.61,152.41,682.5,550.32,182.31,159.86,47.12,368.74,143.79,254.51,114.08,384.71,70.33,449.3,79.1,181.03,140.69,690.81,79.5,144.66,309.11,2275,355.15,291.55,317.19,289.7,44.07,42.31,84.38,134.38,408.28,7.037,28.08,70.89,122.34,273.42,230.0,97.67,214.55,99.78158,123.38,178.2,52.52,272.2,89.98,1047.82,513.34,99.39,15.860057,231.41,24.19,91.53,223.63,198.8,393.55,458.59,353.23,152.13,58.76,56.76,13.01,90.17,105.62,234.3,517.71,211.01,51.82,700.54,295.46,76.9,86.02,46.35,263.99,176.58,47.585,725.78,379.3,82.49,58.75,204.484,106.53,428.0,41.066687,90.9,184.9,432.29,494.0,41.96,116.92,68.49,127.16,101.18,43.87,125.0,290.74,72.04,228.26,181.75,62.67,228.91,185.75,216.97,345.72,45.76,7.352,105.07,152.02,267.45,309.51,217.78,18.822,133.17,488.03,19.82,381.26,248.06,91.18,325.72,91.52,123.99,88.71,418.66,34.01,326.31,1402.7179,28.98,49.68,265.5,299.42,381.49,352.73,255.81,244.37,166.87,16.015,48.86,246.98,263.31,142.92,160.5,120.8,42.61,43.88,75.36,57.03,245.8,282.35,194.05,119.25,134.69,3609.49,171.36,195.04,51.61,167.41,69.5,317.73,10.8,170.2,87.36,12.835,55.87,195.76,156.17,44.938666,180.53,752.62,167.18,289.88,74.39,81.25,73.6,164.34,73.67,1028.75,99.23,218.0,26.94,101.1,42.6,535.0,134.271185,240.0,14.22,78.21,174.38,55.05,80.37,208.36,82.12,114.25,479.3,22.5,166.99,329.95,148.41,27.26,207.69,528.07,139.38,26.5,35.38,84.59,83.52,75.01,71.42,576.41,184.2,13.99,544.4,62.88,80.09,98.15,131.43,162.67,124.68,103.13,100.65,44.12,255.16,84.27,1576.6,106.0,20.88,107.13,97.6,351.812982,57.942058,119.17,114.45,193.78,530.62,87.11,51.98,102.3,128.23,32.28,352.41,153.23,145.86,25.74,30.58,20.64,183.3,131.62,20.57,26.82,39.9,31.05,33.56,157.47,217.37,50.97,223.9,63.36,1184.54,406.62,31.68,18.41,114.15,70.18,44.43,34.54,32.25,71.36,80.8,137.92,105.52,66.19,204.38,23.35,164.22,32.84,32.16,238.79,12.55,216.13,63.15,94.78,4.485,101.07,43.06,65.35,67.35,38.4,50.52,17.22,260.59,69.01,177.83,80.44,276.35,47.37,95.78,86.02,241.88,86.8
2025-06-30,779.53,289.91,107.8,355.05,152.75,677.6,561.94,185.62,159.32,47.32,366.64,143.19,257.39,113.41,388.21,70.75,444.6,79.16,182.13,140.86,707.75,80.12,146.02,311.97,2299,363.1,292.17,318.98,294.78,44.18,43.27,85.12,136.01,405.46,7.027,28.94,69.42,124.01,272.69,225.8,98.75,209.53,98.477246,123.49,177.26,52.1,275.9,91.24,1049.25,508.49,102.31,15.826054,230.08,24.24,93.3,221.87,197.54,395.63,463.14,356.99,153.73,58.24,58.26,13.055,89.74,105.12,232.9,527.29,212.76,52.59,698.47,298.89,76.32,87.17,46.29,266.86,175.14,47.47,732.78,383.1,82.21,58.63,205.616,107.41,424.6,41.233354,91.83,186.13,437.41,499.98,41.67,118.0,68.98,128.41,100.94,43.35,125.1,291.66,71.04,228.82,183.47,62.81,227.31,186.42,218.64,343.36,45.25,7.354,105.62,152.24,269.44,313.14,221.02,18.626,133.33,501.59,19.925,378.08,247.25,91.11,327.5,91.8,122.6,90.9,420.46,33.8,330.58,1422.806584,29.4,49.21,266.34,299.85,388.96,356.76,255.97,246.61,168.67,16.065,48.55,250.84,267.54,141.87,160.76,119.61,42.99,45.57,75.77,57.61,249.6,282.06,195.83,119.3,134.42,3712.23,174.33,193.81,51.51,166.11,69.36,320.12,10.85,166.95,87.66,12.915,56.52,201.31,155.95,44.86927,180.96,753.4,168.0,293.42,74.53,81.63,74.02,163.86,73.19,1040.24,98.65,217.75,26.87,99.64,42.01,536.21,135.363524,243.52,14.18,78.21,174.08,56.15,80.42,208.72,81.33,113.5,469.8,22.66,165.95,332.17,148.18,28.12,209.35,533.73,140.12,26.89,35.5,85.59,84.18,75.74,71.73,576.74,184.56,13.94,543.4,63.15,80.8,100.35,129.54,160.58,126.87,104.2,102.73,43.51,258.0,83.18,1558.4,106.34,20.93,107.44,99.02,352.129648,57.892955,118.01,114.38,193.99,534.89,87.81,52.78,102.57,129.36,32.6,349.04,153.37,147.44,25.935,30.25,20.41,183.23,132.46,20.38,27.0,40.26,30.73,33.89,157.59,218.1,51.6,223.52,63.62,1174.72,408.41,31.54,20.45,113.75,71.48,44.75,34.44,31.81,71.94,81.41,139.11,105.46,66.74,203.5,23.52,163.37,32.95,32.44,240.22,12.435,217.97,63.25,96.11,4.458,100.95,43.15,66.29,67.49,38.4,51.81,17.42,262.51,69.28,179.63,80.28,274.28,46.83,95.68,84.6,244.48,86.34
2025-07-01,775.9,290.41,109.24,355.47,155.92,668.2,564.61,189.99,161.22,48.15,373.16,145.57,249.02,113.97,390.92,71.67,469.05,81.81,177.53,141.07,706.46,81.49,144.19,326.14,2314,372.85,297.49,322.53,291.2,44.37,43.68,86.27,136.26,421.47,6.965,28.88,73.06,123.49,271.91,222.35,97.39,209.79,99.382493,125.16,172.32,52.35,264.9,91.17,1054.27,508.36,98.91,15.918348,235.57,25.04,92.13,228.64,201.1,396.74,465.94,355.04,151.6,59.22,58.83,12.85,91.99,106.58,234.9,529.32,215.18,52.59,703.28,302.62,75.2,88.75,47.51,264.3,175.74,46.82,727.74,389.53,83.07,58.14,202.378,104.78,445.8,41.320021,92.3,176.22,434.17,503.53,41.06,118.87,69.58,122.54,104.47,44.05,125.45,294.38,73.41,228.8,181.86,58.72,234.33,192.52,217.83,355.3,46.49,7.344,104.67,153.81,272.61,315.1,224.47,18.628,135.51,502.48,19.995,372.29,255.19,90.65,329.62,93.3,121.73,92.04,425.65,35.2,334.39,1415.480343,28.33,52.03,268.96,295.33,395.76,356.93,262.38,244.67,170.27,15.95,47.95,252.18,267.0,141.63,164.27,121.19,44.2,45.8,76.18,57.8,236.3,285.47,184.95,123.15,138.01,3718.59,171.25,185.1,50.79,169.95,70.2,319.49,11.35,166.85,86.74,13.2,57.65,200.14,159.19,44.730479,183.06,774.14,164.4,298.09,75.11,80.99,75.76,164.47,74.3,1052.12,103.85,220.89,26.36,97.96,42.86,521.66,139.622858,236.04,14.48,77.18,171.97,58.24,81.09,211.13,80.11,111.05,475.5,22.75,175.81,338.61,150.37,28.64,209.34,538.6,141.62,27.07,35.76,85.87,82.87,77.36,71.35,581.34,195.52,14.13,526.4,62.87,85.11,100.78,134.11,155.96,126.6,104.75,103.72,47.38,256.26,85.3,1532.4,106.96,20.97,109.0,100.43,356.22631,56.689456,120.45,115.3,197.5,530.88,86.94,54.45,99.93,131.0,32.98,357.04,154.64,150.5,25.48,30.48,20.56,186.16,132.43,21.21,27.22,40.38,30.73,33.99,162.61,216.14,52.88,222.63,64.55,1205.29,410.51,31.47,20.48,116.41,71.6,46.1,34.64,32.65,73.83,82.35,142.56,109.94,68.17,203.28,24.17,169.19,34.09,33.41,242.66,12.515,219.6,64.25,97.64,4.549,102.6,45.85,67.92,67.26,38.62,53.19,17.87,264.26,70.13,179.33,80.25,272.1,49.45,92.26,88.84,252.58,83.89
2025-07-02,779.28,292.0,111.05,354.22,155.56,677.6,561.52,190.75,161.2,48.71,371.85,147.98,244.75,110.71,398.43,70.91,488.5,82.39,175.91,142.86,715.89,82.36,144.52,307.56,2321,372.85,294.63,325.61,287.65,43.99,43.59,86.76,134.11,427.76,7.12,28.31,73.02,122.98,269.21,223.65,98.52,212.03,103.266294,125.31,175.18,53.38,266.3,91.34,1070.57,520.31,101.13,15.826054,237.16,25.32,92.05,226.94,202.5,391.81,462.55,358.19,150.71,58.88,60.06,13.035,94.44,108.31,236.7,525.64,218.81,52.72,711.46,302.29,76.63,88.28,47.63,257.8,175.88,46.48,705.45,378.04,83.61,59.17,201.952,103.63,460.6,41.753354,91.15,175.95,432.71,498.9,40.64,117.06,66.6,124.33,105.54,45.77,124.95,293.92,76.39,223.39,181.74,59.14,239.14,195.71,212.72,352.51,47.49,7.436,105.07,153.97,272.46,326.1,222.83,18.952,137.79,497.12,19.94,373.41,256.45,92.09,333.44,94.47,123.48,92.4,422.27,35.91,320.39,1414.394974,28.5,52.68,270.11,291.17,350.25,351.55,262.0,237.69,173.41,16.27,48.43,253.56,257.34,142.78,165.84,122.88,45.03,46.66,74.82,57.75,238.3,290.3,185.64,126.46,142.06,3685.34,172.16,187.02,51.05,174.46,69.42,315.74,11.77,166.7,87.78,13.26,57.42,194.69,159.08,44.393414,181.99,787.79,161.98,297.1,77.0,82.14,76.58,165.52,75.26,1035.28,105.45,221.4,27.91,98.46,43.93,529.9,139.308516,240.27,14.57,77.02,173.78,56.77,80.15,213.39,79.52,112.2,467.8,22.64,177.08,342.74,150.18,29.65,213.88,542.44,142.51,26.81,35.37,82.36,81.22,77.68,70.23,582.85,202.65,13.99,519.0,62.93,88.58,99.92,138.86,155.54,122.9,103.75,103.17,47.85,255.88,86.55,1530.6,109.49,20.9,108.66,99.8,357.316309,56.739314,120.66,115.46,200.06,541.8,86.48,55.9,99.61,131.71,33.31,351.92,158.18,151.78,26.825,30.5,20.79,188.15,130.68,21.71,27.16,39.76,31.21,33.54,164.65,221.89,52.56,226.13,64.45,1205.65,415.12,31.71,21.25,118.59,70.48,47.03,34.64,33.41,75.02,81.27,140.31,111.34,69.47,202.0,24.55,173.18,33.61,33.99,238.25,12.705,219.33,64.95,98.03,4.555,102.83,47.18,68.27,66.67,39.08,53.83,18.2,260.0,69.69,176.6,81.39,274.52,50.39,92.88,90.9,243.79,85.62
2025-07-03,780.67,296.0,112.2,358.86,156.01,677.1,569.24,189.28,160.83,48.93,371.68,148.37,246.88,108.7,397.86,71.35,485.9,80.93,178.88,144.14,723.68,83.6,145.75,308.55,2351,372.85,294.08,328.13,291.97,44.5,43.55,88.72,134.44,429.33,7.248,28.36,73.88,124.0,272.15,225.4,99.46,215.92,103.042416,125.86,176.76,53.37,270.0,91.48,1082.15,520.97,102.52,15.87463,236.28,25.38,93.63,228.31,203.2,395.28,462.52,362.22,152.77,58.74,59.9,13.255,93.68,108.02,235.6,529.61,220.91,53.04,719.15,304.78,76.58,88.39,46.92,261.66,175.94,46.91,719.3,376.58,82.47,59.65,208.938,104.32,459.8,42.866688,91.51,181.06,437.39,504.2,41.4,117.31,67.43,127.84,104.13,45.8,125.25,294.76,76.39,227.1,183.11,58.64,241.23,196.57,215.08,354.0,47.93,7.61,106.71,152.94,274.09,334.48,221.75,19.15,139.76,505.06,19.49,386.51,258.5,92.43,331.83,94.94,125.22,92.78,424.84,35.65,319.75,1424.996036,28.41,52.89,273.42,296.23,347.84,354.76,262.5,241.14,174.29,16.15,49.37,255.73,264.13,144.47,166.74,123.15,45.54,46.71,75.12,57.68,243.4,291.84,191.27,127.29,144.58,3769.26,172.6,192.2,51.04,176.05,69.02,318.1,11.81,163.6,88.08,13.205,56.86,198.0,159.18,44.710652,184.19,792.5,164.93,296.32,77.12,82.14,76.9,167.05,75.65,1050.49,104.06,223.32,27.84,98.24,43.8,540.98,138.436217,239.62,14.24,76.79,173.52,57.07,80.65,214.77,81.38,112.65,460.4,22.7,176.47,347.07,150.0,29.96,214.37,543.3,143.18,26.7,35.71,83.18,81.17,77.18,69.83,587.74,198.44,13.91,515.4,62.93,88.72,100.31,137.87,158.39,124.99,104.34,102.92,48.22,256.96,86.98,1535.0,110.31,21.05,109.08,99.51,358.656308,56.689456,121.38,114.11,202.58,547.22,90.2,55.31,100.68,132.28,33.43,350.22,160.0,152.88,27.45,30.47,20.6,188.63,131.94,21.52,27.24,39.88,31.39,33.81,164.24,226.01,52.55,227.25,64.55,1209.08,414.84,31.7,21.34,118.28,71.04,47.72,34.9,33.23,74.71,81.77,140.05,109.36,70.16,202.57,24.8,173.19,33.33,34.08,237.55,12.85,220.27,64.8,98.41,4.542,103.75,48.03,68.92,66.88,39.14,53.15,18.46,261.89,70.47,176.92,78.44,279.81,50.43,92.2,90.1,239.68,86.85
