0
LLY.N
JPM.N
XOM.N
JNJ.N
ASML.AS
V.N
MA.N
ABBV.N
PG.N
HD.N
CVX.N
BABA.N
BAC.N
GE.N
CAT.N
KO.N
LVMH.PA
MRK.N
PM.N
GS.N
MS.N
RTX.N
WFC.N
HRMS.PA
OREP.PA
UNH.N
MCD.N
AXP.N
IBM.N
VZ.N
ITX.MC
NEE.N
ABT.N
T.N
TMO.N
SAN.MC
C.N
DIS.N
APH.N
BA.N
SCHN.PA
TJX.N
DE.N
SCCO.N
CRM.N
TTEF.PA
AIR.PA
SAF.PA
BLK.N
SCHW.N
IBE.MC
ANET.N
UNP.N
LOW.N
PFE.N
LMT.N
DHR.N
UBER.N
WELL.N
SYK.N
ETN.N
ABI.BR
BBVA.MC
COP.N
NEM.N
PLD.N
GLW.N
ESLX.PA
PH.N
BMY.N
SPGI.N
BNPP.PA
MDT.N
PRX.AS
COF.N
AIRP.PA
ACN.N
PGR.N
HCA.N
MCK.N
SASY.PA
MO.N
BSX.N
DIOR.PA
BN.N
SO.N
NOW.N
HWM.N
NOC.N
TT.N
DUK.N
AXAF.PA
UPS.N
FCX.N
SGEF.PA
VRT.N
GD.N
NKE.N
CVS.N
WM.N
FDX.N
SHW.N
WMB.N
AMT.N
JCI.N
ICE.N
PNC.N
CABK.MC
MMM.N
ECL.N
MRSH.N
INGA.AS
RCL.N
USB.N
PWR.N
ITW.N
EMR.N
CMI.N
CRH.N
MCO.N
BK.N
DELL.N
ENGIE.PA
CL.N
MSI.N
SLB.N
CI.N
GM.N
TDG.N
KMI.N
ELV.N
HLT.N
NSC.N
COR.N
TEL.N
AON.N
SPG.N
RSG.N
CAGR.PA
SOGN.PA
EOG.N
APO.N
LHX.N
TRV.N
AU.N
AZO.N
TFC.N
APD.N
PSX.N
UCB.BR
TCFP.PA
SRE.N
DLR.N
O.N
VLO.N
MPLX.N
VST.N
DANO.PA
NET.N
MPC.N
F.N
ORAN.PA
URI.N
KBC.BR
D.N
AJG.N
ALL.N
ZTS.N
AME.N
GWW.N
PSA.N
CAH.N
CARR.N
FER.MC
HEIN.AS
CTVA.N
TGT.N
OKE.N
BDX.N
MT.AS
ARGX.BR
KEYS.N
FIX.N
OXY.N
FERG.N
SGOB.PA
RKT.N
TRGP.N
MET.N
CIEN.N
GRMN.N
EW.N
LEGD.PA
LNG.N
AENA.MC
CMG.N
HSY.N
YUM.N
ROK.N
WAB.N
KR.N
ELE.MC
CCL.N
CBRE.N
AD.AS
PEG.N
SYY.N
AIG.N
ASMI.AS
AMP.N
PRTP.PA
EL.N
VTR.N
PCG.N
MSCI.N
ED.N
NUE.N
HIG.N
CCI.N
WEC.N
IR.N
LVS.N
TPL.N
RMD.N
KVUE.N
EME.N
ADYEN.AS
STT.N
NRG.N
A.N
OTIS.N
PRU.N
ACS.MC
DG.N
IRM.N
ADM.N
MTB.N
VICI.N
WAT.N
EXR.N
TPR.N
XYL.N
DOV.N
STMPA.PA
VIE.PA
RJF.N
DTE.N
PHG.AS
HAL.N
NTGY.MC
FE.N
EIX.N
PPL.N
DAST.PA
ES.N
JBL.N
PPG.N
MTD.N
HUBB.N
IQV.N
BAP.N
MICP.PA
PHM.N
HPE.N
DVN.N
CFG.N
AWK.N
FTI.N
AMA.MC
OMC.N
AVB.N
WSM.N
FIS.N
LUV.N
CHD.N
CLNX.MC
RF.N
DRI.N
SYF.N
TEF.MC
REP.MC
HEIO.AS
GIS.N
STE.N
EQR.N
SW.N
QSR.N
BG.N
LH.N
CMS.N
BOUY.PA
IP.N
VLTO.N
AMCR.N
DGX.N
PERP.PA
KEY.N
RL.N
PSTG.N
TSN.N
DOW.N
NI.N
ATI.N
ALB.N
LDOS.N
PUBP.PA
NN.AS
KPN.AS
USFD.N
HUM.N
IFF.N
FN.N
STDM.PA
DD.N
CNC.N
BR.N
FLUT.N
ABNd.AS
THC.N
PKG.N
CAPP.PA
SNA.N
YUMC.N
ZBH.N
AMUN.PA
SABE.MC
LII.N
BURL.N
DKS.N
BESI.AS
LYB.N
MKC.N
BWXT.N
EXPD.N
SGI.N
JDEP.AS
FTV.N
WY.N
ITT.N
BALL.N
DSFIR.AS
WST.N
URW.PA
WLSNc.AS
TXT.N
DECK.N
PNR.N
HPQ.N
CSL.N
ESS.N
FOUG.PA
NLY.N
APTV.N
SUI.N
ALSO.PA
ENX.PA
WPC.N
BOLL.PA
CDE.N
AA.N
CNH.N
HL.N
J.N
IPN.PA
KIM.N
MAA.N
INVH.N
IEX.N
H.N
BVI.PA
CLX.N
BKT.MC
PFGC.N
AVY.N
ASRNL.AS
CLH.N
TOST.N
MAS.N
CF.N
RPM.N
RRX.N
AGES.BR
JHX.N
JLL.N
EUFI.PA
WCC.N
BLD.N
RGA.N
MAP.MC
PNFP.N
HRL.N
OVV.N
ANA.MC
CARR.PA
DTM.N
OHI.N
TYL.N
TRU.N
EG.N
SWK.N
ADP.PA
ACCP.PA
BIOX.PA
ELS.N
GBLB.BR
BBY.N
EVR.N
CCK.N
ELAN.N
CACI.N
RXL.PA
GDDY.N
UDR.N
DCI.N
ACM.N
HUBS.N
BWA.N
SPXC.N
AKZO.AS
DOC.N
PNW.N
AEGN.AS
UNM.N
LOIM.PA
FHN.N
WBS.N
SJM.N
EQH.N
GETP.PA
IVZ.N
AES.N
FLS.N
GL.N
RENA.PA
IETB.BR
WTRG.N
CPT.N
CTPNV.AS
ONTO.N
OSK.N
AIZ.N
MOGa.N
RVTY.N
WTS.N
NCLH.N
GWRE.N
AMH.N
ARMK.N
IDR.MC
AOS.N
BAX.N
SPIE.PA
EHC.N
AM.N
AR.N
REDE.MC
OC.N
JEF.N
IT.N
EDU.N
DT.N
LOTB.BR
EGP.N
GAP.N
DVA.N
AYV.PA
ODET.PA
TTC.N
AGCO.N
SYENS.BR
BXP.N
MRL.MC
GTLS.N
ARE.N
AYI.N
FRT.N
ATR.N
ALV.N
BRX.N
CAG.N
DINO.N
RRC.N
BAH.N
VMI.N
CUBE.N
MOS.N
MGM.N
ESI.N
INPST.AS
TAP.N
R.N
EMN.N
LEVI.N
REXR.N
TX.N
VIPS.N
JBTM.N
NNN.N
ZWS.N
ANE.MC
SNAP.N
DAR.N
NFG.N
GTT.PA
FR.N
UNI.MC
CMC.N
SSD.N
CRL.N
CVO.PA
PRI.N
AMG.N
EXHO.PA
UGI.N
ARW.N
AXS.N
JXN.N
GRLS.MC
IDA.N
TEX.N
BEPC.N
FLR.N
MHK.N
VFC.N
CWENa.N
JHG.N
MOH.N
LUMN.N
TKR.N
MSA.N
ESAB.N
TE.PA
AWI.N
FDS.N
ELIS.PA
NOV.N
INGR.N
STAG.N
AXTA.N
KNTK.N
GTES.N
FSS.N
WDPP.BR
ORA.N
HXL.N
EPAM.N
KEX.N
EPRT.N
GFCP.PA
GKOS.N
AN.N
LAD.N
PSN.N
TRNO.N
LEA.N
LNC.N
FBIN.N
FCC.MC
TAL.N
LW.N
VAL.N
SITE.N
GPGI.N
RYN.N
RHP.N
SBMO.AS
VOYA.N
G.N
TMHC.N
HR.N
BYD.N
SCOR.PA
ENS.N
SWX.N
PAYC.N
WH.N
VOPA.AS
NEXS.PA
FNB.N
AVTR.N
GBCI.N
POR.N
SEE.N
EAT.N
KMX.N
DLB.N
THG.N
CLF.N
ALK.N
GVA.N
AROC.N
NPO.N
GOLF.N
CE.N
VNT.N
ALLFG.AS
BDC.N
THO.N
ESNT.N
SON.N
RAND.AS
ST.N
IFS.N
M.N
FDJU.PA
FLUI.MC
IMCD.AS
BC.N
NJR.N
AKE.PA
KRG.N
VLLP.PA
BCO.N
REZI.N
CNX.N
VNO.N
UMI.BR
CENER.BR
PIPR.N
MSM.N
MATX.N
CRC.N
MAC.N
MTH.N
KBR.N
EDEN.PA
POST.N
MTN.N
CHH.N
LOG.MC
CSW.N
VVV.N
HRI.N
TFX.N
ROVI.MC
TITC.BR
COLR.BR
FCN.N
BBWI.N
HCC.N
PFSI.N
LAZ.N
HASI.N
AIR.N
RDN.N
TNL.N
MWA.N
ENAG.MC
BMI.N
CNR.N
ASB.N
MUR.N
EPR.N
DOCS.N
TREX.N
MWDP.PA
OUT.N
ANF.N
AOO.BR
RUBF.PA
HHH.N
CIEA.MC
SCYR.MC
AALB.AS
JCDX.PA
BTU.N
KBH.N
SKT.N
SMG.N
COFB.BR
GFF.N
WHR.N
SXT.N
COL.MC
AEO.N
AZZ.N
DAN.N
MMS.N
GPI.N
AIRF.PA
